iter	RMSE
178	17539.38173
179	17522.24891
180	17468.11007
181	17408.10977
182	17381.95632
183	17336.85572
184	17306.89216
185	17266.97588
186	17252.37676
187	17189.29564
188	17122.9376
189	17066.40868
190	17000.42808
191	16927.19574
192	16907.68237
193	16865.95787
194	16829.3599
195	16791.96381
196	16713.76814
197	16651.27235
198	16607.37304
199	16559.85227
200	16501.96338
201	16481.55829
202	16438.83901
203	16402.02684
204	16343.71617
205	16295.10126
206	16237.51842
207	16184.55339
208	16170.49154
209	16134.905
210	16093.67343
211	16033.32455
212	15997.15108
213	15953.32785
214	15901.63136
215	15863.52701
216	15811.96224
217	15785.10225
218	15744.1982
219	15716.75823
220	15676.80584
221	15620.22511
222	15591.58143
223	15545.13295
224	15506.78903
225	15463.19469
226	15429.52833
227	15389.28933
228	15329.42946
229	15291.65735
230	15261.66
231	15224.92456
232	15181.68379
233	15127.55673
234	15108.55538
235	15080.08619
236	15041.07984
237	15005.16348
238	14992.21497
239	14944.3002
240	14897.17206
241	14864.89376
242	14842.59611
243	14798.55684
244	14764.62414
245	14723.46935
246	14675.60137
247	14666.48675
248	14611.89256
249	14569.06402
250	14526.17279
251	14473.91179
252	14433.54026
253	14403.63553
254	14381.4961
255	14373.37925
256	14363.05821
257	14312.94592
258	14306.00142
259	14262.25159
260	14216.14686
261	14172.50422
262	14135.80625
263	14094.65109
264	14060.9744
265	14045.82153
266	14005.32215
267	13983.11583
268	13957.62509
269	13942.22267
270	13908.23195
271	13902.22326
272	13889.91754
273	13830.30045
274	13821.86414
275	13801.98485
276	13766.54762
277	13728.02419
278	13707.09661
279	13651.00613
280	13636.1345
281	13606.39856
282	13569.71463
283	13528.70223
284	13480.10341
285	13468.08285
286	13436.77444
287	13397.1809
288	13366.55806
289	13359.25844
290	13326.81632
291	13292.97627
292	13263.53728
293	13219.74226
294	13195.6612
295	13188.74315
296	13156.40016
297	13122.3512
298	13109.10474
299	13102.12331
300	13067.02265
301	13023.28131
302	13007.57244
303	13000.72042
304	12970.20913
305	12923.41048
306	12917.35392
307	12880.54745
308	12850.96648
309	12819.5268
310	12775.86505
311	12769.76074
312	12742.93173
313	12722.60055
314	12684.13005
315	12647.17687
316	12607.91645
317	12582.47086
318	12550.15478
319	12545.03759
320	12512.6715
321	12493.6851
322	12462.81566
323	12432.38812
324	12403.36725
325	12377.34871
326	12371.48577
327	12344.91545
328	12316.30596
329	12289.0798
330	12244.12715
331	12232.04099
332	12203.74509
333	12174.56005
334	12131.88232
335	12102.33276
336	12083.19935
337	12058.81992
338	12031.11589
339	12013.26982
340	11964.06085
341	11938.97
342	11933.59695
343	11902.8402
344	11897.60539
345	11866.0563
346	11861.49149
347	11840.37226
348	11817.97541
349	11785.89938
350	11775.41467
351	11751.76657
352	11719.56115
353	11695.47039
354	11665.38394
355	11640.10272
356	11635.35629
357	11617.54238
358	11590.9482
359	11559.9419
360	11554.96751
361	11531.87685
362	11511.41857
363	11480.10917
364	11448.97012
365	11444.40441
366	11422.04681
367	11417.13405
368	11401.66691
369	11397.72815
370	11393.68688
371	11366.94189
372	11329.49568
373	11307.18549
374	11287.32564
375	11257.8182
376	11236.92867
377	11213.44777
378	11179.42357
379	11153.26656
380	11127.92698
381	11099.10997
382	11074.5109
383	11049.11073
384	11020.88439
385	10992.514
386	10972.42908
387	10957.12629
388	10933.62174
389	10928.70294
390	10902.08786
391	10886.62106
392	10854.75564
393	10818.73398
394	10792.16722
395	10788.54464
396	10777.63475
397	10773.85306
398	10745.22612
399	10732.71219
400	10715.81574
401	10711.83356
402	10688.17684
403	10670.45764
404	10648.3091
405	10622.06295
406	10599.14664
407	10579.45728
408	10554.40243
409	10550.7814
410	10532.27785
411	10508.0237
412	10485.07621
413	10462.1802
414	10441.12936
415	10422.1219
416	10397.32469
417	10384.53857
418	10361.49802
419	10345.45603
420	10319.9553
421	10306.29532
422	10302.53642
423	10281.7978
424	10252.80756
425	10231.16907
426	10220.83126
427	10217.32297
428	10198.37486
429	10180.62839
430	10164.7485
431	10139.21662
432	10119.12318
433	10104.57104
434	10083.86239
435	10064.55757
436	10060.58306
437	10045.42766
438	10016.37435
439	9995.81827
440	9972.85566
441	9955.18397
442	9935.938368
443	9917.327877
444	9898.431009
445	9875.552743
446	9861.625249
447	9843.554483
448	9821.329283
449	9818.694604
450	9799.772779
451	9785.607796
452	9767.749235
453	9761.313403
454	9740.520866
455	9737.523746
456	9725.916788
457	9702.12969
458	9687.489825
459	9684.619431
460	9666.853373
461	9650.360343
462	9639.025444
463	9624.198598
464	9615.908343
465	9608.580561
466	9593.364811
467	9586.668334
468	9566.82295
469	9544.60798
470	9534.631006
471	9520.298848
472	9502.170244
473	9474.984164
474	9450.914974
475	9422.825274
476	9393.831639
477	9370.990711
478	9345.245721
479	9342.384255
480	9334.531523
481	9323.39123
482	9312.867646
483	9300.261962
484	9281.943225
485	9266.82712
486	9255.097965
487	9238.541779
488	9229.674675
489	9216.155011
490	9199.175919
491	9197.024801
492	9172.461292
493	9157.806297
494	9147.371839
495	9145.046279
496	9126.625879
497	9102.995338
498	9086.20538
499	9062.827211
500	9046.365259
501	9029.511773
502	9015.883205
503	8995.781427
504	8983.579334
505	8964.323937
506	8953.111381
507	8941.117797
508	8928.988401
509	8918.893295
510	8910.213945
511	8906.304046
512	8901.587076
513	8884.379399
514	8867.649697
515	8865.086796
516	8849.667315
517	8827.238718
518	8812.449271
519	8804.383027
520	8802.529748
521	8789.607911
522	8774.451808
523	8763.489915
524	8757.022105
525	8744.623492
526	8742.392589
527	8730.135385
528	8721.034217
529	8718.109741
530	8704.878232
531	8702.612602
532	8693.96038
533	8679.817734
534	8663.589863
535	8649.231249
536	8636.385681
537	8618.920206
538	8615.18249
539	8595.479059
540	8591.053149
541	8569.331296
542	8554.172136
543	8539.846622
544	8534.281518
545	8531.534623
546	8525.600021
547	8518.480359
548	8510.458011
549	8495.849722
550	8480.154794
551	8457.057617
552	8442.945865
553	8441.294291
554	8428.882767
555	8413.643714
556	8398.069699
557	8387.851274
558	8385.433049
559	8372.507452
560	8368.621278
561	8356.581534
562	8345.960685
563	8329.819885
564	8317.545896
565	8304.986367
566	8293.388472
567	8287.721692
568	8273.08233
569	8256.012022
570	8253.66224
571	8240.773984
572	8232.693447
573	8214.433367
574	8207.806505
575	8199.161428
576	8186.288775
577	8169.130831
578	8160.117938
579	8147.695588
580	8134.426526
581	8123.335205
582	8110.023305
583	8101.03049
584	8091.271822
585	8069.431694
586	8066.23375
587	8058.186357
588	8048.689067
589	8042.694304
590	8031.662286
591	8020.735196
592	7999.322478
593	7986.188946
594	7975.645974
595	7962.879619
596	7944.853636
597	7936.433012
598	7922.21005
599	7897.888112
600	7889.801054
601	7878.897091
602	7866.544665
603	7858.70888
604	7853.009027
605	7841.410817
606	7833.543665
607	7827.730876
608	7812.560142
609	7807.986978
610	7792.143702
611	7783.991493
612	7776.039079
613	7761.082425
614	7753.585889
615	7748.874234
616	7734.6103
617	7718.829143
618	7701.204713
619	7689.365081
620	7687.947586
621	7673.391221
622	7657.480238
623	7648.219013
624	7641.268455
625	7624.813618
626	7611.992983
627	7606.645147
628	7594.517306
629	7584.911451
630	7570.489662
631	7555.878691
632	7546.754213
633	7535.989905
634	7520.732668
635	7511.573128
636	7504.769417
637	7494.803067
638	7489.975969
639	7488.968613
640	7480.534716
641	7475.74966
642	7465.525841
643	7455.106705
644	7445.657062
645	7436.027472
646	7428.154464
647	7423.484076
648	7419.501246
649	7416.244751
650	7407.597701
651	7392.450914
652	7387.591399
653	7377.985693
654	7374.782599
655	7367.800894
656	7358.158748
657	7350.339437
658	7337.655815
659	7333.238224
660	7321.178284
661	7310.46935
662	7304.079944
663	7280.615721
664	7275.537829
665	7267.582168
666	7259.386016
667	7257.489818
668	7244.625775
669	7234.298045
670	7233.194534
671	7224.056687
672	7221.695487
673	7215.79714
674	7200.965419
675	7194.593466
676	7185.837851
677	7177.316315
678	7167.735496
679	7166.028146
680	7153.612237
681	7149.521339
682	7137.763623
683	7127.539694
684	7126.067189
685	7121.75763
686	7113.074065
687	7111.33572
688	7104.318111
689	7094.956878
690	7083.346899
691	7082.009904
692	7073.621873
693	7063.076051
694	7056.079582
695	7047.18731
696	7033.740117
697	7019.714456
698	7014.934385
699	7002.888304
700	6995.358002
701	6988.261748
702	6985.593615
703	6970.95872
704	6969.120764
705	6960.812351
706	6950.545229
707	6940.357616
708	6938.814366
709	6928.867299
710	6918.878997
711	6915.451294
712	6901.936172
713	6900.542315
714	6890.075076
715	6888.644718
716	6881.061592
717	6872.849506
718	6863.330004
719	6859.91083
720	6854.327871
721	6843.505714
722	6840.24227
723	6826.496885
724	6813.112989
725	6802.97729
726	6789.696885
727	6783.928417
728	6775.252118
729	6769.22058
730	6757.059818
731	6751.276253
732	6739.995044
733	6736.410306
734	6722.740786
735	6711.209347
736	6702.902791
737	6698.40626
738	6691.874914
739	6680.508435
740	6674.195385
741	6667.592113
742	6657.793342
743	6647.884996
744	6645.837456
745	6639.027379
746	6632.812678
747	6631.373504
748	6622.503056
749	6610.385386
750	6602.905904
751	6589.943842
752	6586.807793
753	6578.631882
754	6565.648412
755	6564.296351
756	6561.833525
757	6554.59804
758	6548.985337
759	6538.62264
760	6534.842235
761	6522.201445
762	6515.606699
763	6506.655253
764	6497.531828
765	6493.124328
766	6477.251588
767	6473.861754
768	6463.213731
769	6452.487583
770	6449.832737
771	6438.600885
772	6426.633015
773	6423.387024
774	6410.294234
775	6407.829729
776	6395.307851
777	6394.140711
778	6393.042602
779	6383.455212
780	6379.323763
781	6370.198794
782	6363.48678
783	6351.090022
784	6344.725105
785	6342.841906
786	6330.18166
787	6329.180046
788	6317.411185
789	6308.53394
790	6300.787688
791	6293.287308
792	6289.23386
793	6283.399408
794	6282.289711
795	6268.413366
796	6255.06275
797	6253.049974
798	6242.268365
799	6234.872123
800	6222.565129
801	6217.492978
802	6215.123869
803	6212.151918
804	6200.263321
805	6196.390925
806	6190.448511
807	6185.674748
808	6177.567636
809	6169.279466
810	6168.206548
811	6157.461141
812	6153.522108
813	6150.805459
814	6139.091853
815	6128.918524
816	6122.227811
817	6116.34028
818	6115.678995
819	6109.696771
820	6095.995074
821	6083.764172
822	6083.081887
823	6072.264561
824	6069.171442
825	6056.659601
826	6056.019419
827	6054.934822
828	6050.989633
829	6037.144725
830	6028.59422
831	6024.940602
832	6019.517915
833	6015.010933
834	6005.788772
835	5996.606295
836	5994.740222
837	5989.340119
838	5986.772923
839	5984.250254
840	5976.966507
841	5970.875532
842	5960.452213
843	5954.066179
844	5949.962209
845	5949.138886
846	5938.104196
847	5929.184874
848	5925.993801
849	5918.664369
850	5906.333805
851	5899.593479
852	5892.234395
853	5890.617418
854	5887.324237
855	5876.948656
856	5870.621733
857	5869.652382
858	5865.099016
859	5858.746419
860	5853.775535
861	5850.239539
862	5849.171656
863	5837.082216
864	5833.1089
865	5830.720133
866	5822.138812
867	5815.46018
868	5809.724231
869	5800.355901
870	5799.724156
871	5790.215963
872	5780.201735
873	5779.639566
874	5775.369263
875	5765.720205
876	5759.401705
877	5747.177734
878	5735.899636
879	5735.116315
880	5730.465861
881	5723.417919
882	5719.808695
883	5710.282017
884	5706.976826
885	5704.744694
886	5704.110775
887	5688.635445
888	5687.36162
889	5679.852776
890	5677.670652
891	5671.768333
892	5666.406955
893	5657.439195
894	5652.056838
895	5639.115344
896	5634.442449
897	5625.545132
898	5613.33061
899	5605.0536
900	5599.189551
901	5594.101097
902	5585.97199
903	5579.874667
904	5573.241495
905	5564.879173
906	5559.1236
907	5553.643619
908	5544.729672
909	5536.076929
910	5535.237238
911	5525.794237
912	5516.271379
913	5509.924245
914	5502.411273
915	5501.560433
916	5491.304023
917	5484.306233
918	5479.296429
919	5473.306083
920	5464.52526
921	5456.639582
922	5450.734188
923	5448.035603
924	5440.544086
925	5430.991759
926	5429.994633
927	5425.173976
928	5419.629839
929	5411.393343
930	5401.890593
931	5392.061569
932	5383.880968
933	5379.749213
934	5372.349858
935	5364.807698
936	5357.538691
937	5354.750187
938	5343.4382
939	5340.647
940	5337.515604
941	5329.41888
942	5324.090542
943	5320.887379
944	5307.956986
945	5295.977385
946	5289.186813
947	5280.214598
948	5276.518685
949	5268.290437
950	5260.549675
951	5251.637577
952	5248.595152
953	5247.756327
954	5235.32941
955	5230.634253
956	5219.129218
957	5214.003543
958	5209.011186
959	5198.432971
960	5192.425498
961	5183.037295
962	5178.232503
963	5173.051252
964	5168.886491
965	5160.452707
966	5155.539096
967	5151.507749
968	5141.275712
969	5133.870499
970	5121.086845
971	5116.012453
972	5107.667727
973	5101.997053
974	5096.367062
975	5089.080574
976	5088.579732
977	5088.098536
978	5080.533652
979	5074.512488
980	5070.584491
981	5060.886241
982	5051.628916
983	5047.770815
984	5047.1985
985	5043.289611
986	5036.035429
987	5033.666343
988	5021.739749
989	5011.047636
990	5001.552202
991	4998.243459
992	4991.215687
993	4987.141956
994	4982.278716
995	4972.993606
996	4964.873736
997	4958.028408
998	4952.187133
999	4942.984883
